,Date,User,Tweets,LikeCount,RetweetCount
25,2022-07-03 14:57:50+00:00,OblivionVortex,@another_poster @Joy48204639 @JosephPoulin175 @bastardbottle @IVBActual @SergioVengeance @OfShading @DarkMatter2525 @scrowder @elonmusk @jordanbpeterson @ThisIsKyleR Am I to assume by this you no longer believe he was there to protect a POC owned business? That was your original assertion. There is a huge difference between that and going as a street medic.,0,0
26,2022-07-03 14:57:45+00:00,sriraba,@elonmusk @Pontifex At star ship launch will we say Amen! 😊,0,0
27,2022-07-03 14:57:45+00:00,h_zlee,@DDGZDY @PPathole @elonmusk It’s the new propaganda being spread by the right. They don’t know how history works and that this is in a population decline but a correction after the baby boom. They can’t wrap their tiny IQs around that concept and only listen to their god tucker Carlson!,0,0
28,2022-07-03 14:57:45+00:00,xb03FRTDbkniaqw,@sora_sorara2 @paraga @elonmusk @GaaSyy_ch 送ったが、えぐいRT数やから見るかな🤔,0,0
29,2022-07-03 14:57:44+00:00,jk2019buythedip,@elonmusk @BLKMDL3 @mims Whoa...,0,0
30,2022-07-03 14:57:44+00:00,teslasdude,@WatchYourThrone @elonmusk You should mind your own business.,0,0
31,2022-07-03 14:57:43+00:00,D50736879,"@elonmusk You really have no sense, huh",0,0
32,2022-07-03 14:57:41+00:00,MxOnyx,"@NHLgamer87 @gracefool @ScientistMartin @Nervardia @scrowder @elonmusk @jordanbpeterson Yeah I did actually. They’re invalid, because (for example) Money’s theory isn’t correct due to trans people existing in transphobic households that raised them strictly one gender. Also, it proves that you transphobes are hindering our identities and there would be more of us :)",0,0
33,2022-07-03 14:57:41+00:00,Cesar59330422,"la única culpa son los reptilianos JACOB ROTHSCHILD, ROCKEFELLER,GYORGY SCHWARTZ,WILLIAN GATES,MARK ZUCKERBERG, BERNARD ARNAULT,WARREN BUFFETT,JEFFREY BEZOS,ELON MUSK,LAWRENCE PAGE,SERGEY BRIAN,LAWRENCE ELLISON,STEVEN BALLMER,ANTICRISTO  JARED KUSHNER , el falso profeta FRANCISCO https://t.co/dq4B105IrJ",0,0
34,2022-07-03 14:57:39+00:00,Inkdiary11,@BearBullTraders @elonmusk @Pontifex That actually makes me have a little faith in the guy.,0,0
35,2022-07-03 14:57:37+00:00,Yale5620,@spideycyp_155 @elonmusk @RealTeslaNorth It’s the easiest thing in the world for a man to deceive himself   #GalaxyHeroes   #GHC .,0,0
36,2022-07-03 14:57:37+00:00,RicShayne,@30Npres @elonmusk To me that means a deal is imminent,0,0
37,2022-07-03 14:57:35+00:00,LCubilla10,"Elon Musk no querrá comprar el fútbol uruguayo?

El cielo es el limite.",0,0
38,2022-07-03 14:57:34+00:00,Tweet_Removed,"@ValueAnalyst1 @kr0mb0pul0smike @TaylorOgan @ValueDissenter @mrlevine @elonmusk @jimfarley98 @NHTSAgov @SEC_Enforcement So... You don't actually think FSD is ready for robotaxis?

And I'm not short $TSLA.  Weird that you'd assume so.",0,0
39,2022-07-03 14:57:34+00:00,Beka_Crypto,"Difference Between Dogs And Cats  🐈 🐕  😎🤔😁🇬🇪✊️ @BabyDogeNFTs @BabyDogeCoin @binance @cz_binance @BillyM2k @elonmusk @kucoincom @TheBinanceNFT  
#BabyDoge #BabyDogeCoin #BabyDogeArmy https://t.co/SC1ZXVmB3d",0,0
40,2022-07-03 14:57:33+00:00,PulseCitizen1,@SmartConsrvtive @POTUS @elonmusk @AOC Tesla isn’t paying rent to some owners for charging stations. go figure.,0,0
41,2022-07-03 14:57:33+00:00,PaulaAl84086712,"@CStargg @Bleah75507533 @garyepicbacon @AntrimChicane @redpillcanadian @scrowder @elonmusk @jordanbpeterson Oh wow, what the hell are you saying about women here? Running away from your own arguments is feminine? A slight taint of misogyny here?",0,0
42,2022-07-03 14:57:31+00:00,Jimmy_Tendies,@WalterWhiteLFC @elonmusk @Pontifex You must not math much,0,0
43,2022-07-03 14:57:29+00:00,Marissaisapeach,@SaltySion @Barr50ett @jackilewan @scrowder @elonmusk @jordanbpeterson I didn’t say it will hurt me. You are missing the point. It’s that they are trying to change everybody to this standard of unlimited genders and men on womens sports. Where does it end? For a mental illness these people need help! I’m sorry you are having troubles typing.,0,0
44,2022-07-03 14:57:27+00:00,RepublicansHave,@JoeySylvio @elonmusk @Pontifex He’s a communist Republican they don’t like dissent or non loyalty to party or cult daddy.,0,0
45,2022-07-03 14:57:25+00:00,iluvccandja,@donewithlogic @elonmusk That's Greta Van Fleet right? 🤪,0,0
46,2022-07-03 14:57:25+00:00,jpr007,"@SociallyFked @physics_savage @elonmusk You are a COMEDIAN

And Freedom Of Speech does not include the right to Defame, Libel or Slander

Govern Yourself Accordingly",0,0
47,2022-07-03 14:57:24+00:00,jackilewan,"@Daxipads @treyduncan @TimOfTams @scrowder @elonmusk @jordanbpeterson You sound so eloquent and educated, not",0,0
48,2022-07-03 14:57:23+00:00,Moe61044764,@elonmusk I'm really starting to think you're a robot potentially capable of emotion,0,0
49,2022-07-03 14:57:22+00:00,nonoahahno,elon musk wants so badly to be the first guy to land humans on mars that he’ll do anything to make sure earth is less and less inhabitable,0,0
50,2022-07-03 14:57:21+00:00,uncleDopey,Elon Musk give me  Twitter shares Also: Vladimir Putin (Владимир Путин) a crunk monkey! SO FRIGGIN GREAT! #Russia,0,0
51,2022-07-03 14:57:20+00:00,joncammarata,"@JesterOneNiner @elonmusk I did, I did. He said he was bored. What else was I supposed to do?",0,0
52,2022-07-03 14:57:19+00:00,ianthom90337058,@scrowder @elonmusk @jordanbpeterson They can’t handle the truth that’s why!,0,0
53,2022-07-03 14:57:18+00:00,BetBull88,"@gurgavin @elonmusk Tsla only one growing in the whole industry, during recession and inflation lol.",0,0
54,2022-07-03 14:57:17+00:00,Scottny76,@elonmusk @Pontifex I didn't know Elon was Catholic.,0,0
55,2022-07-03 14:57:14+00:00,GerardPereira16,"@elonmusk During the late 1990s, Dr. John Hagelin, Quantum Physicist, ran for President under the Natural Law Party. I worked with him and saw great positive responses he got. Sadly, the collective consciousness was not ready for Dr. Hagelin's practical solutions",0,0
56,2022-07-03 14:57:09+00:00,AP7RO,"@elonmusk If you are bored, that means we are dead!",0,0
57,2022-07-03 14:57:08+00:00,Jesspancakes007,@garage350 @Tesla @elonmusk,0,0
58,2022-07-03 14:57:07+00:00,HelloIamJRoth,"@elonmusk @Twitter @TwitterSupport 
How are these people still on your platform? https://t.co/dxhlb3wfny",0,0
59,2022-07-03 14:57:01+00:00,burongkaka3,@elonmusk @Pontifex blesses bro...,0,0
60,2022-07-03 14:57:00+00:00,jusantanx,@phkrl_ @nicxcrf @zidanxfzp @thanoswxd @beatryzxispe @bkrcrf @goldojulin @guixcrf_ @elonmusk @Twitter @jairbolsonaro @forguizin @gzinktk_ @miguel7pkrI @nobruzete @connorzxte @bielxisd @semuxcrvg @ericaa_soaress @guizao_tb @silasxp_ @jaya_aimlock @manuelaxlgd @theboy_LLL @Fabioxffc @onethurzin @Aymarx10 @robert_xpl @Maariacaroll22 qlf cara,0,0
61,2022-07-03 14:57:00+00:00,danspena,"""SpaceX fires workers who ripped Elon Musk in open letter!"" DSP:RT OR WRONG-WHY DO ALL U SNOW FLAKES STILL REVERE GUYS LIKE MUSK,JOBS,EVEN ME, WHEN THEY R TUFF AS FVCKING NAILS?YET U WON’T DO WTF IS REQUIRED 2 MAKE TUFF DECISIONS?U WANT THE RICHES,BUT CAN'T MAKE THE HARD CALLS?!",0,0
62,2022-07-03 14:56:56+00:00,m7ssn_1,@US_World1 @elonmusk بيقرا عليهم المعوذات,0,0
63,2022-07-03 14:56:56+00:00,IVBActual,"@OblivionVortex @another_poster @Joy48204639 @JosephPoulin175 @bastardbottle @SergioVengeance @OfShading @DarkMatter2525 @scrowder @elonmusk @jordanbpeterson @ThisIsKyleR He was there to assist with preventing the destruction of Car Source and assist with injuries. His primary reason for having the rifle was to defend himself if necessary, not protect property. 

Yeah, that’s why most people carry firearms lol.",0,0
64,2022-07-03 14:56:56+00:00,ORafaCarai,"Cara mbappe ganha 40 milhoes

Ele precisa trabalhar por mais 22 MIL meses pra chegar na fortuna do elon musk

Bizarro",0,0
65,2022-07-03 14:56:53+00:00,DavinaDay2,@FraserDAnderson @TwitterSupport @Twitter @elonmusk What does deboosting mean and how is it done? I see it talked about but I don't know what it is?,1,0
66,2022-07-03 14:56:52+00:00,MikeWel15709464,God I hope this works Elon musk my name is Mike Welsh I had dreams and you are in it please take me serious it's about the future and I need to talk to you SOS I will pay for the flight,0,0
67,2022-07-03 14:56:49+00:00,seekgodandlive,@WgutierrezX @elonmusk Por cierto jajajaja reply en español. 🤣,0,0
68,2022-07-03 14:56:49+00:00,DeadpoolHarryP,@elonmusk https://t.co/o6JK39oYrz,0,0
69,2022-07-03 14:56:49+00:00,h_zlee,"@PPathole @elonmusk There was a baby boom in the late 40’s-50’s because of the end of WWII. Of course the population will correct itself. What you take as a population decline, intelligent ppl know it’s a population correction from the baby boom. DUHHHHHH!!!! GD don’t have time for stupidity!",0,0
70,2022-07-03 14:56:47+00:00,Cesar59330422,"la única culpa son los reptilianos JACOB ROTHSCHILD, ROCKEFELLER,GYORGY SCHWARTZ,WILLIAN GATES,MARK ZUCKERBERG, BERNARD ARNAULT,WARREN BUFFETT,JEFFREY BEZOS,ELON MUSK,LAWRENCE PAGE,SERGEY BRIAN,LAWRENCE ELLISON,STEVEN BALLMER,ANTICRISTO  JARED KUSHNER , el falso profeta FRANCISCO https://t.co/en167zKagA",0,0
71,2022-07-03 14:56:47+00:00,WyClarence,"@ampleswap @elonmusk @luciadeolivei13
@nguyenhuy922
@NguyEnPhOnG56",0,0
72,2022-07-03 14:56:46+00:00,awakened_nation,@PitterThePat @Tennesassy @realDonJTrump1_ I worry about people who are more concerned about exposing Elon Musk than Bill and Hillary Clinton.,0,0
73,2022-07-03 14:56:44+00:00,thetafarm,@elonmusk @elonmusk  this aged like a fine milk on a hot summer day,0,0
74,2022-07-03 14:56:42+00:00,GoodOleJG,"@TheFountianhead @elonmusk I think the biggest success that can be said about Chariot was our ability to get it made the way we wanted it. I did not write that script nor direct it but I’m proud of it. 

This limited TV Series will be written and showran by me so it will be my first real creative endeavor",0,0
75,2022-07-03 14:56:36+00:00,djPabloZaldivar,@elonmusk Time to make the music….,0,0
76,2022-07-03 14:56:34+00:00,almousarealest2,@US_World1 @elonmusk يقول 4 من أبناءه.... شكل فيه باقي ابناء 👨‍👩‍👧‍👧👨‍👩‍👦‍👦👨‍👩‍👧‍👦👨‍👩‍👧  ماشاء الله. البابا كلوه شغال مقابلات مع الهوميرا .....,0,0
77,2022-07-03 14:56:33+00:00,RockholdJones,"@Spyderp_Man @FloridaK9Mom @kylenabecker @elonmusk Democrats activated one of their crazies to push gun control?

Where does a kid get the money to buy all that?

Democrat front groups",0,0
78,2022-07-03 14:56:33+00:00,Dave81508949,@elonmusk @Pontifex Cool!,0,0
79,2022-07-03 14:56:30+00:00,teslasdude,@WatchYourThrone @elonmusk World hunger is not solved by money. The people who are starving need to be part of the solution. The governments have to be part of the solution as well. Throwing money at it is just ignorant and does not work.,0,0
80,2022-07-03 14:56:29+00:00,ParabolicMode,"@thePike_1 @UncleCamm @Tesla @elonmusk @LucidMotors @Rivian Your comparison is incorrect
You can't compare first gen EV startup company that build their first EV in house garage with less than 10M cash on hand to overvalued pig company that build their first EV in 700M factory with 6B cash on hand
$tsla $lcid",0,0
81,2022-07-03 14:56:28+00:00,hacktirordan,@elonmusk Yes musk .,0,0
82,2022-07-03 14:56:24+00:00,Marshmall0wpeep,What in the world is going on here @Teslarati @Boxabl @elonmusk @SEC_Enforcement?  6/6,0,0
83,2022-07-03 14:56:23+00:00,128kbps4,@Dariel_hello @PumaBare @scrowder @elonmusk Imagine being a hateful dick because someone pointed out that the internet guy you like doesn't actually own the company.,0,0
84,2022-07-03 14:56:20+00:00,CStargg,@Bleah75507533 @garyepicbacon @AntrimChicane @redpillcanadian @PaulaAl84086712 @scrowder @elonmusk @jordanbpeterson You’re acting like you care.,1,0
85,2022-07-03 14:56:20+00:00,Marshmall0wpeep,"So I went down a rabbit hole... enjoy! According to @Boxabl website, the worlds wealthiest man @elonmusk lives in their product. 1/X https://t.co/M51Jo9mnRA",0,0
86,2022-07-03 14:56:19+00:00,bielxisd,@phkrl_ @nicxcrf @zidanxfzp @thanoswxd @beatryzxispe @bkrcrf @goldojulin @guixcrf_ @elonmusk @Twitter @jairbolsonaro @forguizin @gzinktk_ @miguel7pkrI @nobruzete @connorzxte @semuxcrvg @ericaa_soaress @guizao_tb @silasxp_ @jaya_aimlock @jusantanx @manuelaxlgd @theboy_LLL @Fabioxffc @onethurzin @Aymarx10 @robert_xpl @Maariacaroll22 de carro bicho na pista...,0,0
87,2022-07-03 14:56:18+00:00,122reese,"@MikeMericano Freedom of speech: Elon Musk stamps out criticism with ruthless authority and truth social blocks anyone not towing the line. Champions a freedom of speech, I think not",0,0
88,2022-07-03 14:56:15+00:00,BGirou1,"@SalmaJohn10 @elonmusk 1)The kingdom of heaven (aka)consciousness is within!
2) Love one another
That's it!",0,0
89,2022-07-03 14:56:15+00:00,ActionDemocrat,"@SwissDog3 @WaltAckermanSr @ektaka @elonmusk Are you actually making an argument about something...Or are you just throwing a word salad together for your own amusement?
Read the article..Musk supported Dems right up to the point of Facing Taxation of his own wealth...after using subsidies to create that wealth",0,0
90,2022-07-03 14:56:15+00:00,ravinps,#Space discovery is a long journey and while most are fascinated few courageous take a plunge to walk and dance in zero gravity :-) https://t.co/xUo4Hwv9Ph @Digantarahq @isro @elonmusk  @Kalaari,1,1
91,2022-07-03 14:56:13+00:00,JAZZBOIF_CKICON,I’m a completely insane conspiracy theorist: Elon Musk’s recent disappearance was him being forcibly initiated into the Death Cult that runs the world.,0,0
92,2022-07-03 14:56:09+00:00,Thanhprovn1985,@engineers_feed @Tesla @elonmusk ...,0,0
93,2022-07-03 14:56:08+00:00,here2makeuumad,@K23625793 @JBullburger @TransamJeremy @Nervardia @scrowder @elonmusk @jordanbpeterson Jonny Bullbugers listens to Charlie Kirk. The chance that he has a scientific understanding exceeding my 3-year-old would be astonishing.,0,0
94,2022-07-03 14:56:08+00:00,Youngwildtweets,@DetroitlionsMr @LadeBackk @elonmusk The video is from 2019,0,0
95,2022-07-03 14:56:07+00:00,garyepicbacon,@PaulaAl84086712 @Bleah75507533 @AntrimChicane @CStargg @redpillcanadian @scrowder @elonmusk @jordanbpeterson So you do agree it’s fine for children to have other views? So why is it so wrong that trans acceptance is pushed on kids?,0,0
96,2022-07-03 14:56:05+00:00,michael3420269,"@elonmusk @tesla Why don't you buy old ICE cars in UK, and Europe and start a massive recycling plant for the metal? You can get them virtually for free and it's got to be easier and cheaper than mining. cc: @WholeMarsBlog @PPathole @Teslarati @SawyerMerritt",0,0
97,2022-07-03 14:56:04+00:00,meiluckky,@hcseIca @elonmusk @Pontifex mrain,0,0
98,2022-07-03 14:56:04+00:00,GeorgeK90648785,"@SStarkick @scrowder @elonmusk We feel the same way about Twitter as you do about the Supreme Court. 

I.e. you feel SCOTUS only rules in favour of conservatives.",0,0
